,genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count
9545,[18],368317,en,ReMoved,0.927,2013-11-13,ReMoved,7.0,11
9553,"[12, 16, 10751, 14]",239145,en,Runaway,0.917,2013-04-07,Runaway,5.9,17
9556,[99],249724,en,The Lady in Number 6,0.91,2013-01-01,The Lady in Number 6,7.0,13
9573,[35],176085,en,White Reindeer,0.9009999999999999,2013-12-06,White Reindeer,5.3,17
9576,"[27, 10749, 53]",186747,hi,एक थी डायन,0.8959999999999999,2013-04-19,Ek Thi Daayan,5.5,15
9579,"[16, 10402, 35, 18]",328407,en,Metalocalypse: The Doomstar Requiem,0.887,2013-10-27,Metalocalypse: The Doomstar Requiem,7.6,14
9583,[99],174334,en,The Motivation,0.883,2013-04-25,The Motivation,7.1,16
9633,"[28, 18]",224076,en,The Saratov Approach,0.846,2013-10-09,The Saratov Approach,6.0,18
9647,"[99, 16, 10751]",137695,fr,Couleur de peau : Miel,0.84,2013-11-01,Approved for Adoption,7.5,11
9657,"[18, 878]",168758,en,LFO,0.84,2013-09-20,LFO,6.6,11
9691,"[28, 12, 14]",224003,en,Dragonfyre,0.84,2013-09-06,Dragonfyre,4.2,31
9698,[53],229702,en,Zephyr Springs,0.84,2013-06-01,Zephyr Springs,3.9,11
9713,"[27, 99, 9648]",202604,en,The Vatican Exorcisms,0.8190000000000001,2013-05-29,The Vatican Exorcisms,4.2,14
9727,[18],182026,en,Stranger Things,0.802,2013-04-05,Stranger Things,8.0,14
9739,[],180935,en,Please Subscribe,0.774,2013-03-23,Please Subscribe,6.5,11
9759,[27],201022,en,Asylum,0.73,2013-09-30,Asylum,3.5,11
10216,[18],215908,en,Noah,0.6,2013-09-09,Noah,7.6,11
10217,"[28, 878]",279954,en,Portal: Survive!,0.6,2013-10-08,Portal: Survive!,7.5,11
10237,[99],240268,en,Sriracha,0.6,2013-11-29,Sriracha,7.3,12
10250,"[12, 16, 35, 10751, 14, 27, 10770]",213121,en,Toy Story of Terror!,0.6,2014-08-19,Toy Story of Terror!,7.1,413
10254,"[12, 18]",203819,en,Tracks,0.6,2014-09-19,Tracks,7.1,273
10255,[18],80717,es,Violeta se fue a los cielos,0.6,2013-03-29,Violeta Went to Heaven,7.1,18
10370,[18],110393,en,Elefante blanco,0.6,2013-03-29,White Elephant,6.6,51
10371,[99],217129,en,SampleThis,0.6,2013-09-12,SampleThis,6.5,13
10395,[28],188640,hi,शूटआऊट ऍट वडाला,0.6,2013-05-03,Shootout at Wadala,6.5,14
10396,[99],186254,en,Sirius,0.6,2013-04-23,Sirius,6.5,11
10414,[35],116741,en,The Internship,0.6,2013-06-07,The Internship,6.2,2631
10416,[18],110428,fr,"Camille Claudel, 1915",0.6,2013-10-16,"Camille Claudel, 1915",6.1,35
10522,"[10752, 36, 18]",184374,es,Cinco de Mayo: La Batalla,0.6,2013-05-03,Cinco de Mayo: La Batalla,5.9,16
10525,[18],128073,en,Greetings from Tim Buckley,0.6,2013-05-03,Greetings from Tim Buckley,5.9,15
10552,[35],182219,fr,Les Profs,0.6,2013-05-05,Serial Teachers,5.6,790
10623,[18],157919,en,Knife Fight,0.6,2013-01-25,Knife Fight,5.2,20
10741,[18],204784,en,Anna Nicole,0.6,2013-06-29,Anna Nicole,4.8,30
10751,"[28, 35]",240905,en,Christmas Bounty,0.6,2013-11-26,Christmas Bounty,4.7,13
10757,"[28, 27, 878]",184712,en,Battledogs,0.6,2013-04-05,Battledogs,4.7,30
10758,[27],224908,en,Embrace of the Vampire,0.6,2013-10-15,Embrace of the Vampire,4.6,41
10797,[35],225703,en,The Starving Games,0.6,2013-11-08,The Starving Games,4.2,360
10853,"[12, 28, 53]",141058,en,A Viking Saga: The Darkest Day,0.6,2013-07-23,A Viking Saga: The Darkest Day,4.0,21
10888,"[28, 35]",180680,hi,हिम्मतवाला,0.6,2013-03-29,Himmatwala,3.4,27
10930,"[28, 878]",203351,en,Atlantic Rim,0.6,2013-07-09,Atlantic Rim,2.6,50
11019,"[28, 53]",245891,en,John Wick,78.123,2014-10-24,John Wick,7.2,10081
11020,"[28, 12, 14]",122917,en,The Hobbit: The Battle of the Five Armies,53.783,2014-12-17,The Hobbit: The Battle of the Five Armies,7.3,8392
11021,"[28, 878, 12]",118340,en,Guardians of the Galaxy,49.606,2014-08-01,Guardians of the Galaxy,7.9,17958
11022,"[28, 12, 14, 878]",127585,en,X-Men: Days of Future Past,41.867,2014-05-23,X-Men: Days of Future Past,7.5,10062
11023,"[28, 9648, 878, 53]",198663,en,The Maze Runner,36.955,2014-09-19,The Maze Runner,7.1,10626
11024,"[12, 10751, 16, 28, 35]",177572,en,Big Hero 6,36.92,2014-11-07,Big Hero 6,7.8,10176
11025,"[878, 12, 53]",131631,en,The Hunger Games: Mockingjay - Part 1,33.836999999999996,2014-11-21,The Hunger Games: Mockingjay - Part 1,6.8,10087
11026,"[36, 18, 53, 10752]",205596,en,The Imitation Game,33.078,2014-12-19,The Imitation Game,8.1,10396
11027,"[9648, 53, 18]",210577,en,Gone Girl,31.215,2014-10-03,Gone Girl,7.9,10459
11028,"[10752, 18, 28]",228150,en,Fury,29.116999999999997,2014-10-17,Fury,7.4,6653
11029,"[27, 28, 18, 14, 10752]",49017,en,Dracula Untold,29.043000000000003,2014-10-03,Dracula Untold,6.2,3719
11030,"[53, 28, 80]",156022,en,The Equalizer,28.941999999999997,2014-09-26,The Equalizer,7.2,4989
11031,"[18, 10402]",244786,en,Whiplash,28.784000000000002,2014-10-10,Whiplash,8.4,7908
11032,"[12, 18, 878]",157336,en,Interstellar,28.44,2014-11-05,Interstellar,8.2,18597
11033,"[27, 53]",238636,en,The Purge: Anarchy,28.424,2014-07-18,The Purge: Anarchy,6.6,3754
11034,"[878, 28, 18, 53]",119450,en,Dawn of the Planet of the Apes,27.641,2014-07-11,Dawn of the Planet of the Apes,7.3,7080
11035,"[14, 28, 12, 16, 35, 10751]",82702,en,How to Train Your Dragon 2,27.105999999999998,2014-06-13,How to Train Your Dragon 2,7.7,5589
11036,"[12, 18, 28]",147441,en,Exodus: Gods and Kings,26.789,2014-12-12,Exodus: Gods and Kings,5.7,2909
11037,"[80, 35, 28, 12]",207703,en,Kingsman: The Secret Service,26.103,2015-02-13,Kingsman: The Secret Service,7.6,10287
11038,"[878, 28, 12, 14, 35]",98566,en,Teenage Mutant Ninja Turtles,25.619,2014-08-08,Teenage Mutant Ninja Turtles,5.8,4259
11039,"[80, 18, 53]",242582,en,Nightcrawler,25.596999999999998,2014-10-31,Nightcrawler,7.7,5860
11040,"[28, 12, 36, 10749, 18]",76649,en,Pompeii,25.215,2014-02-21,Pompeii,5.4,2078
11041,"[28, 18, 878]",124905,en,Godzilla,24.982,2014-05-16,Godzilla,6.1,5053
11042,"[28, 12]",184315,en,Hercules,23.921999999999997,2014-07-25,Hercules,5.6,2606
11043,"[28, 10752, 14]",53182,en,300: Rise of an Empire,23.68,2014-03-07,300: Rise of an Empire,6.0,3870
11044,"[18, 35]",194662,en,Birdman,21.833000000000002,2014-10-17,Birdman,7.4,7747
11045,"[878, 28, 12]",91314,en,Transformers: Age of Extinction,20.961,2014-06-27,Transformers: Age of Extinction,5.8,4805
11046,"[10751, 16, 12, 35]",270946,en,Penguins of Madagascar,20.899,2014-11-26,Penguins of Madagascar,6.4,2273
11047,"[80, 53]",189,en,Sin City: A Dame to Kill For,20.896,2014-08-22,Sin City: A Dame to Kill For,6.3,2210
11048,"[28, 12, 14]",102382,en,The Amazing Spider-Man 2,20.846999999999998,2014-05-02,The Amazing Spider-Man 2,6.4,7220
11049,[35],225886,en,Sex Tape,20.429000000000002,2014-07-18,Sex Tape,5.3,2684
11050,"[12, 35, 14, 10751]",181533,en,Night at the Museum: Secret of the Tomb,20.064,2014-12-19,Night at the Museum: Secret of the Tomb,6.1,3536
11051,"[28, 878]",137113,en,Edge of Tomorrow,19.753,2014-06-06,Edge of Tomorrow,7.6,8047
11052,"[12, 16, 35, 10751, 14]",137106,en,The Lego Movie,19.375,2014-02-07,The Lego Movie,7.4,4839
11053,"[80, 18, 9648, 53]",169917,en,A Walk Among the Tombstones,19.373,2014-09-19,A Walk Among the Tombstones,6.3,1685
11054,"[14, 12, 28, 10751, 10749]",102651,en,Maleficent,19.274,2014-05-30,Maleficent,7.0,8143
11055,"[27, 9648, 80]",176,en,Saw,19.127,2004-10-29,Saw,7.4,4795
11056,"[28, 12, 53]",138103,en,The Expendables 3,18.797,2014-08-15,The Expendables 3,6.1,2876
11057,"[10752, 28]",190859,en,American Sniper,18.473,2014-12-25,American Sniper,7.4,7658
11058,[35],227159,en,Horrible Bosses 2,18.421,2014-11-26,Horrible Bosses 2,6.2,2581
11059,"[27, 53]",270303,en,It Follows,18.419,2015-03-27,It Follows,6.5,3485
11060,[35],193893,en,Let's Be Cops,18.395,2014-08-13,Let's Be Cops,6.3,1693
11061,"[35, 18]",120467,en,The Grand Budapest Hotel,18.31,2014-03-07,The Grand Budapest Hotel,8.0,8091
11062,"[12, 35, 10751, 16]",172385,en,Rio 2,18.11,2014-04-11,Rio 2,6.3,1803
11063,"[28, 12, 878]",100402,en,Captain America: The Winter Soldier,18.073,2014-04-04,Captain America: The Winter Soldier,7.7,11034
11064,"[28, 878]",97020,en,RoboCop,17.851,2014-02-12,RoboCop,5.8,3390
11065,"[80, 28, 53]",254904,en,The November Man,17.747,2014-08-27,The November Man,6.1,852
11066,"[28, 12, 878]",157350,en,Divergent,16.982,2014-03-21,Divergent,6.9,8279
11067,[53],207933,en,Stonehearst Asylum,16.82,2014-10-24,Stonehearst Asylum,6.7,692
11068,"[28, 878]",240832,en,Lucy,16.73,2014-07-25,Lucy,6.3,10019
11069,[18],205587,en,The Judge,16.464000000000002,2014-10-10,The Judge,7.3,2356
11070,[35],239563,en,St. Vincent,16.379,2014-10-31,St. Vincent,7.1,1069
11071,"[9648, 53]",204922,en,Before I Go to Sleep,16.07,2014-10-31,Before I Go to Sleep,6.4,1098
11072,"[10749, 18]",222935,en,The Fault in Our Stars,16.03,2014-05-16,The Fault in Our Stars,7.6,7236
11073,"[10749, 878, 18]",152601,en,Her,15.968,2013-12-18,Her,7.9,7776
11074,[35],100042,en,Dumb and Dumber To,15.964,2014-11-14,Dumb and Dumber To,5.5,1842
11075,"[53, 10749]",255343,en,Escobar: Paradise Lost,15.924000000000001,2014-10-11,Escobar: Paradise Lost,6.3,476
11076,[35],212778,en,Chef,15.722999999999999,2014-05-09,Chef,7.1,1764
11077,[16],149870,ja,風立ちぬ,15.62,2014-02-21,The Wind Rises,7.8,1291
11078,"[28, 35]",228967,en,The Interview,15.501,2014-12-25,The Interview,6.2,3579
11079,"[53, 878]",262543,en,Autómata,15.5,2014-10-10,Automata,5.6,958
11080,"[16, 10751]",175112,en,Tinker Bell and the Pirate Fairy,15.435,2014-04-01,Tinker Bell and the Pirate Fairy,6.7,511
11081,[27],242512,en,Ouija,15.389000000000001,2014-10-24,Ouija,5.1,1670
11082,[18],244506,en,Camp X-Ray,15.237,2014-10-17,Camp X-Ray,6.8,618
11083,[35],195589,en,Neighbors,14.979000000000001,2014-05-09,Neighbors,6.2,4536
11084,"[18, 80]",154400,en,The Drop,14.795,2014-09-12,The Drop,6.7,1215
11085,"[28, 878, 18]",110415,ko,Snowpiercer,14.735,2014-06-27,Snowpiercer,6.8,4748
11086,"[80, 53]",136835,en,No Good Deed,14.519,2014-09-12,No Good Deed,5.8,286
11087,"[53, 9648]",181886,en,Enemy,14.425,2014-03-14,Enemy,6.9,2754
11088,"[12, 35, 10751]",11774,en,Lemony Snicket's A Series of Unfortunate Events,14.362,2004-12-17,Lemony Snicket's A Series of Unfortunate Events,6.8,2975
11089,"[35, 10749, 80, 18, 9648]",171274,en,Inherent Vice,14.244000000000002,2015-01-09,Inherent Vice,6.6,1359
11090,"[28, 18, 53, 80]",144336,en,Sabotage,14.055,2014-03-28,Sabotage,5.5,779
11091,[27],250546,en,Annabelle,13.989,2014-10-03,Annabelle,5.6,3357
11092,"[16, 28]",126963,ja,ドラゴンボールZ 神と神,13.909,2014-08-05,Dragon Ball Z: Battle of Gods,6.6,710
11093,"[18, 12]",86834,en,Noah,13.905,2014-03-28,Noah,5.6,3955
11094,"[53, 28, 878]",218043,en,Left Behind,13.897,2014-10-03,Left Behind,4.0,713
11095,"[18, 10749]",266856,en,The Theory of Everything,13.866,2014-11-26,The Theory of Everything,7.9,6412
11096,"[28, 12]",188207,en,The Legend of Hercules,13.754000000000001,2014-01-10,The Legend of Hercules,4.5,805
11097,"[14, 35]",224141,en,Into the Woods,13.725999999999999,2014-12-25,Into the Woods,5.7,2880
11098,"[28, 80, 18, 53]",136797,en,Need for Speed,13.722999999999999,2014-03-14,Need for Speed,6.1,2389
11099,"[18, 53, 80]",244761,en,The Captive,13.67,2014-12-12,The Captive,5.9,570
11100,"[28, 53, 9648]",225574,en,Non-Stop,13.562000000000001,2014-02-28,Non-Stop,6.8,3330
11101,[35],187596,en,Walk of Shame,13.549000000000001,2014-05-02,Walk of Shame,5.9,868
11102,"[80, 18]",157845,en,The Rover,13.527999999999999,2014-07-18,The Rover,6.2,435
11103,[18],258216,en,Nymphomaniac: Vol. I,13.466,2014-03-06,Nymphomaniac: Vol. I,6.9,1686
11104,"[35, 18, 10751]",196867,en,Annie,13.422,2014-12-19,Annie,6.1,770
11105,"[18, 9648]",249397,en,Nymphomaniac: Vol. II,13.344000000000001,2014-03-20,Nymphomaniac: Vol. II,6.7,1459
11106,[27],259072,en,Wrong Turn 6: Last Resort,13.112,2014-10-14,Wrong Turn 6: Last Resort,4.7,311
11107,"[10752, 18, 36, 28]",152760,en,The Monuments Men,12.860999999999999,2014-02-07,The Monuments Men,5.9,2229
11108,"[16, 12, 10751]",82703,en,Mr. Peabody & Sherman,12.812999999999999,2014-03-07,Mr. Peabody & Sherman,6.6,1357
11109,"[80, 18, 9648, 53]",93,en,Anatomy of a Murder,12.71,1959-07-01,Anatomy of a Murder,7.9,359
11110,"[27, 53]",100241,en,"I, Frankenstein",12.7,2014-01-24,"I, Frankenstein",5.2,1090
11111,"[18, 80]",168672,en,American Hustle,12.481,2013-12-12,American Hustle,6.8,4443
11112,"[18, 36]",152532,en,Dallas Buyers Club,12.389000000000001,2013-11-22,Dallas Buyers Club,7.9,4961
11113,"[18, 10752]",227306,en,Unbroken,12.354000000000001,2014-12-25,Unbroken,7.4,2240
11114,"[53, 28]",241254,en,The Prince,12.324000000000002,2014-08-22,The Prince,4.8,317
11115,"[80, 18, 53]",241239,en,A Most Violent Year,12.270999999999999,2014-12-31,A Most Violent Year,6.6,792
11116,[35],262391,fr,Qu'est-ce qu'on a fait au Bon Dieu,12.255999999999998,2014-04-16,Serial (Bad) Weddings,6.8,2136
11117,[18],265180,ru,Левиафан,12.151,2014-12-25,Leviathan,7.5,382
11118,[18],249164,en,If I Stay,12.047,2014-08-22,If I Stay,7.4,2703
11119,[18],87093,en,Big Eyes,12.017000000000001,2014-12-25,Big Eyes,7.0,2153
11120,"[53, 80, 18]",190955,en,Blood Ties,12.003,2014-03-21,Blood Ties,6.1,268
11121,"[35, 10749]",193610,en,The Other Woman,11.894,2014-04-25,The Other Woman,6.3,2276
11122,"[10749, 18, 10402]",243683,en,Step Up All In,11.765999999999998,2014-07-25,Step Up All In,6.8,1213
11123,[27],282813,en,The Pyramid,11.732000000000001,2014-12-05,The Pyramid,4.8,511
11124,[35],276843,en,What We Did on Our Holiday,11.717,2014-09-26,What We Did on Our Holiday,6.8,273
11125,"[12, 18]",12775,en,Flesh + Blood,11.657,1985-08-30,Flesh + Blood,6.6,152
11126,"[18, 27]",242224,en,The Babadook,11.502,2014-11-28,The Babadook,6.4,3528
11127,[35],209244,en,Are You Here,11.429,2014-08-22,Are You Here,5.2,153
11128,"[10749, 16, 12, 35, 10751, 14]",228326,en,The Book of Life,11.392000000000001,2014-10-17,The Book of Life,7.4,1228
11129,"[35, 10749]",200727,en,"Love, Rosie",11.338,2014-12-06,"Love, Rosie",7.8,3594
11130,"[35, 80]",209189,en,Life of Crime,11.337,2014-08-29,Life of Crime,5.6,205
11131,[99],293310,en,Citizenfour,11.334000000000001,2014-10-24,Citizenfour,7.9,713
11132,"[53, 80, 27]",184346,en,Deliver Us from Evil,11.283,2014-07-02,Deliver Us from Evil,6.1,1104
11133,"[10751, 878]",286987,en,How to Build a Better Boy,11.27,2014-08-17,How to Build a Better Boy,5.8,178
11134,"[16, 35, 10751, 14]",170687,en,The Boxtrolls,11.219000000000001,2014-09-26,The Boxtrolls,6.7,1016
11135,"[35, 27]",246741,en,What We Do in the Shadows,11.186,2015-02-13,What We Do in the Shadows,7.6,1594
11136,"[80, 35, 28]",187017,en,22 Jump Street,11.175999999999998,2014-06-13,22 Jump Street,6.9,5167
11137,"[10749, 35]",9767,en,The Break-Up,11.165,2006-06-02,The Break-Up,5.7,1480
11138,[18],85350,en,Boyhood,11.140999999999998,2014-07-11,Boyhood,7.5,3097
11139,"[18, 37]",266285,da,The Salvation,11.14,2014-10-13,The Salvation,6.4,434
11140,[35],253344,en,Some Kind of Beautiful,11.119000000000002,2015-08-21,Some Kind of Beautiful,5.7,331
11141,"[16, 28]",217993,en,Justice League: War,11.109000000000002,2014-02-02,Justice League: War,7.2,415
11142,[18],265177,en,Mommy,11.095,2014-08-29,Mommy,8.3,1399
11143,"[28, 18, 53]",137094,en,Jack Ryan: Shadow Recruit,11.061,2014-01-17,Jack Ryan: Shadow Recruit,6.1,1687
11144,"[53, 878, 18, 9648]",157353,en,Transcendence,11.035,2014-04-17,Transcendence,6.0,3491
11145,"[28, 18, 53, 80]",192102,en,3 Days to Kill,11.011,2014-02-14,3 Days to Kill,6.1,1279
11146,[18],157829,en,The Disappearance of Eleanor Rigby: Them,11.009,2014-09-12,The Disappearance of Eleanor Rigby: Them,6.2,169
11147,[35],226486,en,Tammy,10.979000000000001,2014-07-03,Tammy,5.2,735
11148,"[16, 18, 14]",149871,ja,かぐや姫の物語,10.97,2014-10-17,The Tale of the Princess Kaguya,8.1,662
11149,"[35, 28, 14]",203739,en,Vampire Academy,10.934000000000001,2014-02-07,Vampire Academy,5.9,1012
11150,"[27, 53]",155084,en,13 Sins,10.899000000000001,2014-04-18,13 Sins,6.3,576
11151,[27],157547,en,Oculus,10.841,2014-04-03,Oculus,6.4,1747
11152,"[28, 35]",168530,en,Ride Along,10.831,2014-01-17,Ride Along,6.2,1277
11153,"[35, 10402, 10749, 18]",198277,en,Begin Again,10.828,2014-07-11,Begin Again,7.2,2089
11154,"[35, 37]",188161,en,A Million Ways to Die in the West,10.815999999999999,2014-05-30,A Million Ways to Die in the West,5.8,2219
11155,"[16, 28, 12]",251519,en,Son of Batman,10.785,2014-04-20,Son of Batman,6.8,476
11156,[18],284293,en,Still Alice,10.747,2014-12-05,Still Alice,7.5,1946
11157,"[28, 12, 10751]",119892,zh,西遊記之大鬧天宮,10.745,2014-01-09,The Monkey King,4.9,79
11158,[18],253161,en,Madame Bovary,10.702,2015-06-12,Madame Bovary,5.5,224
11159,"[12, 35]",9671,en,Crocodile Dundee,10.642000000000001,1986-09-26,Crocodile Dundee,6.3,917
11160,[35],232672,en,Blended,10.613,2014-05-23,Blended,6.7,1709
11161,"[27, 53]",256274,en,"As Above, So Below",10.613,2014-08-29,"As Above, So Below",6.2,1321
11162,[18],200505,en,Draft Day,10.581,2014-04-11,Draft Day,6.6,460
11163,"[16, 35, 10751, 12]",227783,en,The Nut Job,10.501,2014-01-17,The Nut Job,5.6,529
11164,[18],221902,fr,"Deux jours, une nuit",10.445,2014-12-24,"Two Days, One Night",6.9,513
11165,[18],244772,en,The Skeleton Twins,10.341,2014-09-12,The Skeleton Twins,6.7,394
11166,[53],157849,en,A Most Wanted Man,10.267000000000001,2014-07-25,A Most Wanted Man,6.5,784
11167,"[18, 10749]",152603,en,Only Lovers Left Alive,10.259,2014-04-11,Only Lovers Left Alive,7.4,1055
11168,"[18, 35, 10749]",212716,en,What If,10.167,2014-08-08,What If,6.6,1162
11169,"[28, 18, 9648, 53]",8834,en,Conspiracy Theory,10.151,1997-08-08,Conspiracy Theory,6.5,707
11170,[28],110552,th,ต้มยำกุ้ง 2,10.144,2014-05-02,The Protector 2,5.6,94
11171,"[18, 53, 35]",265195,es,Relatos salvajes,10.105,2014-11-20,Wild Tales,7.8,1564
11172,"[9648, 53, 28]",241848,en,The Guest,10.101,2014-09-17,The Guest,6.5,954
11173,[18],228970,en,Wild,10.097999999999999,2014-12-05,Wild,7.0,1454
11174,[27],290999,en,Wyrmwood: Road of the Dead,10.074,2014-09-19,Wyrmwood: Road of the Dead,6.2,240
11175,"[14, 10749, 878]",279229,de,Saphirblau,10.071,2014-10-10,Sapphire Blue,7.1,614
11176,"[53, 80, 18, 9648]",245916,en,Kill the Messenger,10.062000000000001,2014-10-10,Kill the Messenger,6.6,507
11177,"[12, 28]",270938,en,Falcon Rising,10.059,2014-09-05,Falcon Rising,5.8,126
11178,[53],284427,de,Who Am I - Kein System ist sicher,10.043,2014-09-29,Who Am I,7.7,676
11179,[27],126172,en,Leprechaun: Origins,10.037,2014-08-22,Leprechaun: Origins,3.7,87
11180,"[53, 878]",242095,en,The Signal,10.032,2014-06-13,The Signal,5.9,901
11181,"[10751, 16, 14]",110416,en,Song of the Sea,10.015,2014-12-19,Song of the Sea,8.1,700
11182,"[28, 80, 53]",242310,en,Tokarev,10.003,2014-05-09,Rage,5.2,425
11183,"[18, 28]",192712,en,Kite,9.994,2014-08-28,Kite,4.3,135
11184,"[10752, 28, 18, 36]",282631,ko,명량,9.982999999999999,2014-08-15,The Admiral: Roaring Currents,7.1,107
11185,[35],286532,en,A Merry Friggin' Christmas,9.932,2014-11-07,A Merry Friggin' Christmas,5.0,107
11186,"[53, 27, 9648]",258086,en,The Damned,9.894,2014-08-29,The Damned,5.0,113
11187,[18],184314,fr,Jeune & Jolie,9.866,2014-04-25,Young & Beautiful,6.3,600
11188,"[80, 18, 35]",85889,en,Filth,9.817,2014-05-30,Filth,6.9,956
11189,"[37, 18]",259611,en,Frontera,9.722999999999999,2014-09-05,Frontera,6.3,80
11190,[18],236751,en,Heaven is for Real,9.718,2014-04-16,Heaven is for Real,6.2,363
11191,"[18, 35]",239678,en,This Is Where I Leave You,9.681000000000001,2014-09-19,This Is Where I Leave You,6.6,695
11192,"[18, 36, 10749]",887,en,The Best Years of Our Lives,9.647,1946-12-25,The Best Years of Our Lives,7.8,243
11193,"[53, 878, 9648]",273271,en,Time Lapse,9.641,2014-05-24,Time Lapse,6.5,618
11194,"[28, 12, 14]",321068,en,Mythica: A Quest for Heroes,9.626,2014-12-08,Mythica: A Quest for Heroes,6.0,87
11195,"[53, 27, 18, 14]",149509,en,Horns,9.615,2014-10-03,Horns,6.3,1382
11196,"[35, 18]",152737,en,August: Osage County,9.586,2013-12-27,August: Osage County,6.9,843
11197,"[18, 36]",127560,en,The Railway Man,9.582,2014-04-11,The Railway Man,6.9,408
11198,"[35, 10751]",278774,en,Zapped,9.549,2014-06-27,Zapped,5.9,291
11199,"[36, 18]",273895,en,Selma,9.541,2014-12-25,Selma,7.5,1354
11200,"[28, 35, 53]",227300,en,Stretch,9.54,2014-10-14,Stretch,6.2,359
11201,"[16, 35, 18, 10751]",126319,fr,Ernest et Célestine,9.533999999999999,2014-02-28,Ernest & Celestine,7.7,246
11202,"[53, 18]",157823,en,Night Moves,9.533999999999999,2014-05-20,Night Moves,5.7,160
11203,"[53, 878, 18]",97370,en,Under the Skin,9.527000000000001,2014-04-04,Under the Skin,6.1,1781
11204,[35],209403,en,Bad Words,9.516,2014-03-14,Bad Words,6.4,451
11205,[18],157832,en,Calvary,9.467,2014-08-01,Calvary,7.1,531
11206,"[27, 53]",227348,en,Paranormal Activity: The Marked Ones,9.446,2014-01-03,Paranormal Activity: The Marked Ones,5.3,752
11207,"[16, 878, 28, 18]",75629,ja,ヱヴァンゲリヲン新劇場版:Q,9.395,2014-01-10,Evangelion: 3.0 You Can (Not) Redo,7.6,179
11208,"[53, 28, 18]",327833,en,Skin Trade,9.362,2014-11-07,Skin Trade,5.6,96
11209,[18],284276,en,Cake,9.317,2014-12-31,Cake,6.3,565
11210,"[18, 14, 878]",157834,en,The Zero Theorem,9.314,2014-08-19,The Zero Theorem,6.1,615
11211,"[9648, 53]",179826,en,Odd Thomas,9.253,2014-02-24,Odd Thomas,6.6,547
11212,"[10770, 99]",259910,en,Marvel Studios: Assembling a Universe,9.235,2014-03-18,Marvel Studios: Assembling a Universe,6.6,60
11213,"[16, 35, 12, 10751]",218836,en,Planes: Fire & Rescue,9.231,2014-07-18,Planes: Fire & Rescue,6.0,420
11214,"[28, 80, 18]",254473,en,Brick Mansions,9.193999999999999,2014-04-25,Brick Mansions,5.9,909
11215,"[18, 9648, 53]",271185,en,Ask Me Anything,9.193,2014-04-19,Ask Me Anything,5.6,246
11216,"[10749, 35]",286554,en,Two Night Stand,9.191,2014-09-26,Two Night Stand,6.5,1241
11217,"[80, 18]",243935,en,Rob the Mob,9.175,2014-03-21,Rob the Mob,6.3,124
11218,"[53, 18]",146015,en,The Double,9.162,2014-05-09,The Double,6.6,535
11219,"[18, 53]",210479,en,Locke,9.128,2014-04-25,Locke,6.9,1370
11220,"[35, 12, 80, 10751]",145220,en,Muppets Most Wanted,9.118,2014-03-21,Muppets Most Wanted,6.2,473
11221,"[53, 18]",297596,en,Dying of the Light,9.064,2014-12-04,Dying of the Light,4.6,174
11222,"[14, 16, 10751]",265712,ja,STAND BY ME ドラえもん,9.06,2014-12-31,Stand by Me Doraemon,7.1,151
11223,[18],222649,en,Rosewater,9.019,2014-11-07,Rosewater,6.7,121
11224,"[35, 18, 10402]",304410,fr,La Famille Bélier,9.013,2014-12-20,The Bélier Family,7.0,1481
11225,"[80, 53, 9648, 18]",254201,da,Fasandræberne,8.94,2016-06-17,The Absent One,7.1,264
11226,"[16, 10751, 10770, 12, 35, 14]",256835,en,Toy Story That Time Forgot,8.937999999999999,2014-12-02,Toy Story That Time Forgot,6.8,422
11227,"[53, 16, 28, 80]",242643,en,Batman: Assault on Arkham,8.925,2014-08-12,Batman: Assault on Arkham,7.3,520
11228,"[28, 80, 53]",180299,id,The Raid 2: Berandal,8.888,2014-03-28,The Raid 2,7.7,1190
11229,"[28, 53]",216282,en,Into the Storm,8.884,2014-08-08,Into the Storm,5.8,1169
11230,[18],164251,en,Serena,8.884,2014-12-25,Serena,5.6,582
11231,"[16, 10751]",286192,en,Lava,8.878,2014-10-10,Lava,7.4,630
11232,"[18, 35]",234200,en,Pride,8.863999999999999,2014-12-04,Pride,7.9,743
11233,"[53, 27]",287793,en,Cam2Cam,8.857999999999999,2014-08-22,Cam2Cam,3.8,20
11234,"[16, 12, 10751]",140870,fr,Minuscule - La vallée des fourmis perdues,8.851,2014-01-30,Minuscule: Valley of the Lost Ants,6.9,191
11235,[18],283235,en,99 Homes,8.85,2014-10-09,99 Homes,6.8,393
11236,[18],265169,tr,Kış Uykusu,8.84,2014-12-19,Winter Sleep,7.7,228
11237,[35],262551,fr,Babysitting,8.838,2014-07-15,Babysitting,6.9,1161
11238,[18],113833,en,The Normal Heart,8.837,2014-05-25,The Normal Heart,8.0,563
11239,[35],301748,en,The Opposite Sex,8.832,2014-11-08,The Opposite Sex,4.1,20
11240,"[53, 80, 18]",284536,en,The Gambler,8.807,2014-12-25,The Gambler,5.8,783
11241,"[18, 878, 16]",152795,en,The Congress,8.792,2014-07-24,The Congress,6.6,265
11242,"[18, 10749]",226857,en,Endless Love,8.776,2014-02-14,Endless Love,6.8,990
11243,"[10749, 35, 18]",242090,en,The One I Love,8.767999999999999,2014-08-08,The One I Love,6.9,364
